season,episode,youtube_id,airdate,hosts,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,author,popcorn,oscar_pick
9,10,LCvM2IXg0lM,5/8/2017,Gregg Turkington|Tim Heidecker,Snatched,2017,R,12 May 2017,90 min,"Action, Adventure, Comedy",Jonathan Levine,Katie Dippold,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold","When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.","English, Spanish",USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZTI5NWY1YTQtODYxMi00M2VmLTgzNDQtMGM3NWU5YjViNDE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,45,4.5,"33,119",tt2334871,movie,N/A,"$45,852,178","Chernin Entertainment, Feigco Entertainment",N/A,True,Tim,4,False
10,1,saGMEd_02t8,3/22/2018,Gregg Turkington|Tim Heidecker,Pacific Rim: Uprising,2018,PG-13,23 Mar 2018,111 min,"Action, Adventure, Sci-Fi",Steven S. DeKnight,"Steven S. DeKnight, Emily Carmichael, Kira Snyder, T.S. Nowlin, Travis Beacham (based on characters created by)","John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman","Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.","English, Mandarin, Russian","UK, China, Japan, USA, Mexico",6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_SX300.jpg,44,5.6,"105,698",tt2557478,movie,05 Jun 2018,"$59,874,525","Legendary Pictures, DDY",N/A,True,Tim,5,False
10,1,saGMEd_02t8,3/22/2018,Gregg Turkington|Tim Heidecker,Pacific Rim: Uprising,2018,PG-13,23 Mar 2018,111 min,"Action, Adventure, Sci-Fi",Steven S. DeKnight,"Steven S. DeKnight, Emily Carmichael, Kira Snyder, T.S. Nowlin, Travis Beacham (based on characters created by)","John Boyega, Scott Eastwood, Cailee Spaeny, Burn Gorman","Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.","English, Mandarin, Russian","UK, China, Japan, USA, Mexico",6 nominations.,https://m.media-amazon.com/images/M/MV5BMjI3Nzg0MTM5NF5BMl5BanBnXkFtZTgwOTE2MTgwNTM@._V1_SX300.jpg,44,5.6,"105,698",tt2557478,movie,05 Jun 2018,"$59,874,525","Legendary Pictures, DDY",N/A,True,Gregg,5,False
10,1,saGMEd_02t8,3/22/2018,Gregg Turkington|Tim Heidecker,Sherlock Gnomes,2018,PG,23 Mar 2018,86 min,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",John Stevenson,"Ben Zazove (screenplay by), Andy Riley (story by), Kevin Cecil (story by), Emily Cook (story by), Kathy Greenberg (story by), Rob Sprackling (based on characters by), Johnny Smith (based on characters by), Andy Riley (based on characters by), Kevin Cecil (based on characters by), Kelly Asbury (based on characters by), Steve Hamilton Shaw","Kelly Asbury, Mary J. Blige, Emily Blunt, Julio Bonet","Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.","English, Mandarin","UK, USA, India, Canada, France, Belgium",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_SX300.jpg,36,5.2,"10,418",tt2296777,movie,N/A,"$43,242,871","Paramount Animation, Rocket Pictures, MGM",N/A,True,Tim,5,False
10,1,saGMEd_02t8,3/22/2018,Gregg Turkington|Tim Heidecker,Sherlock Gnomes,2018,PG,23 Mar 2018,86 min,"Animation, Adventure, Comedy, Family, Fantasy, Mystery, Romance",John Stevenson,"Ben Zazove (screenplay by), Andy Riley (story by), Kevin Cecil (story by), Emily Cook (story by), Kathy Greenberg (story by), Rob Sprackling (based on characters by), Johnny Smith (based on characters by), Andy Riley (based on characters by), Kevin Cecil (based on characters by), Kelly Asbury (based on characters by), Steve Hamilton Shaw","Kelly Asbury, Mary J. Blige, Emily Blunt, Julio Bonet","Garden gnomes, Gnomeo (James McAvoy) and Juliet (Emily Blunt), recruit renowned detective Sherlock Gnomes (Johnny Depp) to investigate the mysterious disappearance of other garden ornaments.","English, Mandarin","UK, USA, India, Canada, France, Belgium",1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTc2NjUzODMxMF5BMl5BanBnXkFtZTgwMzMwMDIzNDM@._V1_SX300.jpg,36,5.2,"10,418",tt2296777,movie,N/A,"$43,242,871","Paramount Animation, Rocket Pictures, MGM",N/A,True,Gregg,5,False
10,2,tnPZtftH1F8,3/28/2018,Gregg Turkington|Tim Heidecker,Tyler Perry's Acrimony,2018,R,30 Mar 2018,120 min,Thriller,Tyler Perry,Tyler Perry,"Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon","A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzk0MzYxMzc2MV5BMl5BanBnXkFtZTgwNzU5OTc4NDM@._V1_SX300.jpg,32,5.8,"7,839",tt6063050,movie,N/A,"$43,549,096",Tyler Perry Studios,N/A,True,Gregg,5,False
10,2,tnPZtftH1F8,3/28/2018,Gregg Turkington|Tim Heidecker,Tyler Perry's Acrimony,2018,R,30 Mar 2018,120 min,Thriller,Tyler Perry,Tyler Perry,"Taraji P. Henson, Lyriq Bent, Crystle Stewart, Jazmyn Simon","A faithful wife, tired of standing by her devious husband, is enraged when it becomes clear she has been betrayed.",English,USA,1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNzk0MzYxMzc2MV5BMl5BanBnXkFtZTgwNzU5OTc4NDM@._V1_SX300.jpg,32,5.8,"7,839",tt6063050,movie,N/A,"$43,549,096",Tyler Perry Studios,N/A,True,Tim,5,False
10,2,tnPZtftH1F8,3/28/2018,Gregg Turkington|Tim Heidecker,Ready Player One,2018,PG-13,29 Mar 2018,140 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Zak Penn (screenplay by), Ernest Cline (screenplay by), Ernest Cline (based on the novel by)","Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe","When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",English,"USA, India",Nominated for 1 Oscar. Another 11 wins & 55 nominations.,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,64,7.5,"367,908",tt1677720,movie,N/A,"$137,690,172","Village Roadshow Pictures, Warner Bros., Amblin Entertainment, De Line Pictures, RatPac-Dune Entertainment",N/A,True,Gregg,5,False
10,2,tnPZtftH1F8,3/28/2018,Gregg Turkington|Tim Heidecker,Ready Player One,2018,PG-13,29 Mar 2018,140 min,"Action, Adventure, Sci-Fi",Steven Spielberg,"Zak Penn (screenplay by), Ernest Cline (screenplay by), Ernest Cline (based on the novel by)","Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe","When the creator of a virtual reality called the OASIS dies, he makes a posthumous challenge to all OASIS users to find his Easter Egg, which will give the finder his fortune and control of his world.",English,"USA, India",Nominated for 1 Oscar. Another 11 wins & 55 nominations.,https://m.media-amazon.com/images/M/MV5BY2JiYTNmZTctYTQ1OC00YjU4LWEwMjYtZjkwY2Y5MDI0OTU3XkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,64,7.5,"367,908",tt1677720,movie,N/A,"$137,690,172","Village Roadshow Pictures, Warner Bros., Amblin Entertainment, De Line Pictures, RatPac-Dune Entertainment",N/A,True,Tim,5,False
10,3,nY5XVaneJhw,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,You Were Never Really Here,2017,R,06 Apr 2018,89 min,"Crime, Drama, Mystery, Thriller",Lynne Ramsay,"Lynne Ramsay (screenplay by), Jonathan Ames (based on the book by)","Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno","A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",English,"UK, USA, France",Nominated for 1 BAFTA Film Award. Another 25 wins & 68 nominations.,https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,84,6.8,"103,773",tt5742374,movie,N/A,"$2,528,078","Why Not Productions, Film4",N/A,True,Gregg,5,False
10,3,nY5XVaneJhw,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,You Were Never Really Here,2017,R,06 Apr 2018,89 min,"Crime, Drama, Mystery, Thriller",Lynne Ramsay,"Lynne Ramsay (screenplay by), Jonathan Ames (based on the book by)","Joaquin Phoenix, Dante Pereira-Olson, Larry Canady, Vinicius Damasceno","A traumatized veteran, unafraid of violence, tracks down missing girls for a living. When a job spins out of control, Joe's nightmares overtake him as a conspiracy is uncovered leading to what may be his death trip or his awakening.",English,"UK, USA, France",Nominated for 1 BAFTA Film Award. Another 25 wins & 68 nominations.,https://m.media-amazon.com/images/M/MV5BMDkwOTE0ZjMtZmRiYS00M2M3LWE3MzUtNzNmNmExNTNmNjg5XkEyXkFqcGdeQXVyODE1MjMyNzI@._V1_SX300.jpg,84,6.8,"103,773",tt5742374,movie,N/A,"$2,528,078","Why Not Productions, Film4",N/A,True,Tim,5,False
10,3,nY5XVaneJhw,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,Chappaquiddick,2017,PG-13,06 Apr 2018,106 min,"Drama, History, Thriller",John Curran,"Taylor Allen, Andrew Logan","Jason Clarke, Kate Mara, Ed Helms, Bruce Dern","Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne.",English,"USA, Sweden",4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_SX300.jpg,67,6.4,"11,993",tt5270948,movie,N/A,"$17,395,520","Apex Entertainment, DMG Entertainment",N/A,True,Tim,5,False
10,3,nY5XVaneJhw,4/6/2018,Gregg Turkington|Mark Proksch|Max Eucompco|Tim Heidecker,Chappaquiddick,2017,PG-13,06 Apr 2018,106 min,"Drama, History, Thriller",John Curran,"Taylor Allen, Andrew Logan","Jason Clarke, Kate Mara, Ed Helms, Bruce Dern","Depicting Ted Kennedy's involvement in the fatal 1969 car accident that claims the life of a young campaign strategist, Mary Jo Kopechne.",English,"USA, Sweden",4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU1ODM2Nzk1OV5BMl5BanBnXkFtZTgwMzA4MTc5NDM@._V1_SX300.jpg,67,6.4,"11,993",tt5270948,movie,N/A,"$17,395,520","Apex Entertainment, DMG Entertainment",N/A,True,Gregg,5,False
10,4,H9HXh5ZYkn4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Sgt. Stubby: An American Hero,2018,PG,13 Apr 2018,84 min,"Animation, Adventure, Family, History, War",Richard Lanni,"Richard Lanni, Mike Stokey","Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.","English, French, German","Ireland, France, USA, Canada, Belgium, UK",23 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg,58,6.9,"1,936",tt5314190,movie,N/A,"$4,015,935",Fun Academy Motion Pictures,N/A,True,Tim,5,False
10,4,H9HXh5ZYkn4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Sgt. Stubby: An American Hero,2018,PG,13 Apr 2018,84 min,"Animation, Adventure, Family, History, War",Richard Lanni,"Richard Lanni, Mike Stokey","Logan Lerman, Helena Bonham Carter, Gérard Depardieu, Jordan Beck","The true story of a stray dog who joins his new master on the battlefields of the First World War. For his valorous actions, Sgt. Stubby is still recognized as the most decorated dog in American history.","English, French, German","Ireland, France, USA, Canada, Belgium, UK",23 wins & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTY5NzEwNDczMl5BMl5BanBnXkFtZTgwMjY1MTY4NDM@._V1_SX300.jpg,58,6.9,"1,936",tt5314190,movie,N/A,"$4,015,935",Fun Academy Motion Pictures,N/A,True,Gregg,5,False
10,4,H9HXh5ZYkn4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Overboard,2018,PG-13,04 May 2018,112 min,"Comedy, Romance",Rob Greenberg,"Bob Fisher (screenplay by), Rob Greenberg (screenplay by), Leslie Dixon (screenplay by), Leslie Dixon (story by)","Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah","After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.","English, Norwegian, Spanish, French","USA, Mexico",3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BM2E5MWYwYTktMmIxZC00MWVkLTk4YjctNGU1OGVjMDIwNzM2XkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_SX300.jpg,42,6.0,"34,298",tt1563742,movie,N/A,"$50,316,123",3Pas Studios,N/A,True,Tim,5,False
10,4,H9HXh5ZYkn4,4/12/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Overboard,2018,PG-13,04 May 2018,112 min,"Comedy, Romance",Rob Greenberg,"Bob Fisher (screenplay by), Rob Greenberg (screenplay by), Leslie Dixon (screenplay by), Leslie Dixon (story by)","Eugenio Derbez, Anna Faris, Eva Longoria, John Hannah","After a spoiled, wealthy yacht owner is thrown overboard and loses his memory, a mistreated employee convinces him that he is her working-class husband.","English, Norwegian, Spanish, French","USA, Mexico",3 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BM2E5MWYwYTktMmIxZC00MWVkLTk4YjctNGU1OGVjMDIwNzM2XkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_SX300.jpg,42,6.0,"34,298",tt1563742,movie,N/A,"$50,316,123",3Pas Studios,N/A,True,Gregg,5,False
10,5,fU-bU8MIeUs,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Super Troopers 2,2018,R,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,41,6.1,"23,837",tt0859635,movie,N/A,"$30,617,396",CJ Entertainment,N/A,True,Gregg,5,False
10,5,fU-bU8MIeUs,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Super Troopers 2,2018,R,20 Apr 2018,99 min,"Comedy, Crime, Mystery",Jay Chandrasekhar,"Jay Chandrasekhar, Kevin Heffernan, Steve Lemme, Paul Soter, Erik Stolhanske","Seann William Scott, Clifton Collins Jr., Steve Lemme, Erik Stolhanske","When a border dispute arises between the U.S. and Canada, the Super Troopers are tasked with establishing a Highway Patrol station in the disputed area.",English,USA,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BZmFhMjM2NmQtYWM3Yi00YmJhLWIxOTgtYWY3ZjNlYzMwOWJmXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,41,6.1,"23,837",tt0859635,movie,N/A,"$30,617,396",CJ Entertainment,N/A,True,Tim,5,False
10,5,fU-bU8MIeUs,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Rampage,2018,PG-13,13 Apr 2018,107 min,"Action, Adventure, Sci-Fi",Brad Peyton,"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)","Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","English, American Sign Language",USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_SX300.jpg,45,6.1,"143,064",tt2231461,movie,N/A,"$101,028,233","Wrigley Pictures, Seven Bucks Productions",N/A,True,Gregg,5,False
10,5,fU-bU8MIeUs,4/19/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Rampage,2018,PG-13,13 Apr 2018,107 min,"Action, Adventure, Sci-Fi",Brad Peyton,"Ryan Engle (screenplay by), Carlton Cuse (screenplay by), Ryan J. Condal (screenplay by), Adam Sztykiel (screenplay by), Ryan Engle (story by)","Dwayne Johnson, Naomie Harris, Malin Akerman, Jeffrey Dean Morgan","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","English, American Sign Language",USA,7 nominations.,https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_SX300.jpg,45,6.1,"143,064",tt2231461,movie,N/A,"$101,028,233","Wrigley Pictures, Seven Bucks Productions",N/A,True,Tim,5,False
10,6,OGgGA3XCFLY,4/26/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Traffik,2018,R,20 Apr 2018,96 min,Thriller,Deon Taylor,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_SX300.jpg,37,6.0,"18,578",tt5670152,movie,N/A,"$9,186,156","Hidden Empire Film Group, Third Eye Productions, Codeblack Films",N/A,True,Gregg,5,False
10,6,OGgGA3XCFLY,4/26/2018,Gregg Turkington|Max Eucompco|Tim Heidecker,Traffik,2018,R,20 Apr 2018,96 min,Thriller,Deon Taylor,Deon Taylor,"Priscilla Quintana, Luke Goss, Paula Patton, William Fichtner","A couple off for a romantic weekend in the mountains are accosted by a biker gang. Alone in the mountains, Brea and John must defend themselves against the gang, who will stop at nothing to protect their secrets.",English,USA,3 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMzc4MDAzM15BMl5BanBnXkFtZTgwMDA3NjUyNTM@._V1_SX300.jpg,37,6.0,"18,578",tt5670152,movie,N/A,"$9,186,156","Hidden Empire Film Group, Third Eye Productions, Codeblack Films",N/A,True,Tim,NA,False
10,7,83mWOlEqvk4,5/3/2018,Gregg Turkington|Tim Heidecker|Joe Estevez,Avengers: Infinity War,2018,PG-13,27 Apr 2018,149 min,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,English,USA,Nominated for 1 Oscar. Another 46 wins & 75 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg,68,8.4,"828,791",tt4154756,movie,N/A,"$678,815,482",Marvel Studios,N/A,True,Joe,NA,False
10,7,83mWOlEqvk4,5/3/2018,Gregg Turkington|Tim Heidecker|Joe Estevez,Avengers: Infinity War,2018,PG-13,27 Apr 2018,149 min,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,English,USA,Nominated for 1 Oscar. Another 46 wins & 75 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg,68,8.4,"828,791",tt4154756,movie,N/A,"$678,815,482",Marvel Studios,N/A,True,Tim,5,False
10,7,83mWOlEqvk4,5/3/2018,Gregg Turkington|Tim Heidecker|Joe Estevez,Avengers: Infinity War,2018,PG-13,27 Apr 2018,149 min,"Action, Adventure, Sci-Fi","Anthony Russo, Joe Russo","Christopher Markus (screenplay by), Stephen McFeely (screenplay by), Stan Lee (based on the Marvel comics by), Jack Kirby (based on the Marvel comics by), Joe Simon (Captain America created by), Jack Kirby (Captain America created by), Steve Englehart (Star-Lord created by), Steve Gan (Star-Lord created by), Bill Mantlo (Rocket Raccoon created by), Keith Giffen (Rocket Raccoon created by), Jim Starlin (Thanos,  Gamora and Drax created by), Stan Lee (Groot created by), Larry Lieber (Groot created by), Jack Kirby (Groot created by), Steve Englehart (Mantis created by), Don Heck (Mantis created by)","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,English,USA,Nominated for 1 Oscar. Another 46 wins & 75 nominations.,https://m.media-amazon.com/images/M/MV5BMjMxNjY2MDU1OV5BMl5BanBnXkFtZTgwNzY1MTUwNTM@._V1_SX300.jpg,68,8.4,"828,791",tt4154756,movie,N/A,"$678,815,482",Marvel Studios,N/A,True,Gregg,5,False
10,8,nvMA_jKlQ_o,5/10/2018,Gregg Turkington|Tim Heidecker,Life of the Party,2018,PG-13,11 May 2018,105 min,Comedy,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",English,USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_SX300.jpg,46,5.6,"33,707",tt5619332,movie,N/A,"$53,059,911","Warner Bros., On the Day",N/A,True,Tim,5,False
10,8,nvMA_jKlQ_o,5/10/2018,Gregg Turkington|Tim Heidecker,Life of the Party,2018,PG-13,11 May 2018,105 min,Comedy,Ben Falcone,"Melissa McCarthy, Ben Falcone","Melissa McCarthy, Matt Walsh, Molly Gordon, Ben Falcone","After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree.",English,USA,3 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzOTk0MjYwM15BMl5BanBnXkFtZTgwNTE5ODQxNTM@._V1_SX300.jpg,46,5.6,"33,707",tt5619332,movie,N/A,"$53,059,911","Warner Bros., On the Day",N/A,True,Gregg,5,False
10,8,nvMA_jKlQ_o,5/10/2018,Gregg Turkington|Tim Heidecker,Breaking In,2018,PG-13,11 May 2018,88 min,"Action, Thriller",James McTeigue,"Ryan Engle (screenplay by), Jaime Primak Sullivan (story by)","Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus",A woman fights to protect her family during a home invasion.,English,"USA, Japan",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNTQwNjc3NjE5MF5BMl5BanBnXkFtZTgwNTEzMDg5NDM@._V1_SX300.jpg,42,5.5,"14,158",tt7137846,movie,24 Jul 2018,"$46,840,590","Will Packer Productions, Practical Pictures",N/A,True,Gregg,5,False
10,8,nvMA_jKlQ_o,5/10/2018,Gregg Turkington|Tim Heidecker,Breaking In,2018,PG-13,11 May 2018,88 min,"Action, Thriller",James McTeigue,"Ryan Engle (screenplay by), Jaime Primak Sullivan (story by)","Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus",A woman fights to protect her family during a home invasion.,English,"USA, Japan",1 win & 1 nomination.,https://m.media-amazon.com/images/M/MV5BNTQwNjc3NjE5MF5BMl5BanBnXkFtZTgwNTEzMDg5NDM@._V1_SX300.jpg,42,5.5,"14,158",tt7137846,movie,24 Jul 2018,"$46,840,590","Will Packer Productions, Practical Pictures",N/A,True,Tim,NA,False
10,9,XYReLQBKo50,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,Show Dogs,2018,PG,18 May 2018,92 min,"Adventure, Comedy, Crime, Family",Raja Gosnell,"Max Botkin, Marc Hyman","Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci","Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZDdjOWMwNjYtNWE3Zi00Y2JjLTgzODItNTg1YjNjM2U3ZWMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,31,3.8,"4,190",tt5691024,movie,07 Aug 2018,"$17,857,020","Riverstone Pictures, Deepak Nayar",N/A,True,Tim,NA,False
10,9,XYReLQBKo50,5/17/2018,Gregg Turkington|Mark Proksch|Tim Heidecker,Show Dogs,2018,PG,18 May 2018,92 min,"Adventure, Comedy, Crime, Family",Raja Gosnell,"Max Botkin, Marc Hyman","Will Arnett, Ludacris, Natasha Lyonne, Stanley Tucci","Max, a macho, solitary Rottweiler police dog is ordered to go undercover as a primped show dog in a prestigious Dog Show, along with his human partner, to avert a disaster from happening.",English,"UK, USA",1 nomination.,https://m.media-amazon.com/images/M/MV5BZDdjOWMwNjYtNWE3Zi00Y2JjLTgzODItNTg1YjNjM2U3ZWMyXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,31,3.8,"4,190",tt5691024,movie,07 Aug 2018,"$17,857,020","Riverstone Pictures, Deepak Nayar",N/A,True,Gregg,5,False
